Ref,Step no,Step,Substep — still to do,Actor,Mode,Precondition,Substep — done,Column,Kind,Outcome,Audience,Surface,Text,Built
16c,16,Resolved,Reach Warning Date,System,automated,"automated — the nightly sweep, on the later of the two clocks",Warning Date Reached,Shown to someone when it fails,message,fails,Admin,operator portal,“The nightly sweep has not run since {date}.”,no
16c,16,Resolved,Reach Warning Date,System,automated,"automated — the nightly sweep, on the later of the two clocks",Warning Date Reached,Shown to someone when it fails,message,fails,Admin,operator portal,“CRON_SECRET is unset — the sweep refuses to run rather than run unguarded.”,no
16c,16,Resolved,Reach Warning Date,System,automated,"automated — the nightly sweep, on the later of the two clocks",Warning Date Reached,Written to the trail when it works,trail row,works,,,warning due — 30 days from collection,no
16c,16,Resolved,Reach Warning Date,System,automated,"automated — the nightly sweep, on the later of the two clocks",Warning Date Reached,Written to the trail when it works,trail row,works,,,warning due — 90 days from delivery,no
16c,16,Resolved,Reach Warning Date,System,automated,"automated — the nightly sweep, on the later of the two clocks",Warning Date Reached,Shown to someone when it works,message,works,Admin,operator portal,the row moves to Deleting,yes
17a,17,Deleting,Send Warning,System,automated,automated — the nightly sweep,Warning Sent,Written to the trail when it fails,trail row,fails,,,⑪ deletion warning → customer failed,yes
17a,17,Deleting,Send Warning,System,automated,automated — the nightly sweep,Warning Sent,Written to the trail when it fails,trail row,fails,,,⑪ deletion warning → customer bounced — hard,yes
17a,17,Deleting,Send Warning,System,automated,automated — the nightly sweep,Warning Sent,Written to the trail when it fails,trail row,fails,,,⑪ deletion warning → customer bounced — soft,yes
17a,17,Deleting,Send Warning,System,automated,automated — the nightly sweep,Warning Sent,Written to the trail when it fails,trail row,fails,,,⑪ deletion warning → customer bounced,yes
17a,17,Deleting,Send Warning,System,automated,automated — the nightly sweep,Warning Sent,Written to the trail when it fails,trail row,fails,,,⑪ deletion warning → customer complained,yes
17a,17,Deleting,Send Warning,System,automated,automated — the nightly sweep,Warning Sent,Shown to someone when it fails,message,fails,Admin,operator portal,"“The deletion warning to {customer} did not send. They have no notice, and it will not retry.”",no
17a,17,Deleting,Send Warning,System,automated,automated — the nightly sweep,Warning Sent,Written to the trail when it works,trail row,works,,,⑪ deletion warning → customer,yes
17a,17,Deleting,Send Warning,System,automated,automated — the nightly sweep,Warning Sent,Written to the trail when it works,trail row,works,,,⑪ deletion warning → customer delivered,yes
17a,17,Deleting,Send Warning,System,automated,automated — the nightly sweep,Warning Sent,Shown to someone when it works,message,works,Customer,email,"⑪ the deletion warning, a week out",yes
17b,17,Deleting,Update Client,System,automated,automated — fires on the warning,Client Updated,Written to the trail when it fails,trail row,fails,,,client status update failed — the page still shows the previous line,no
17b,17,Deleting,Update Client,System,automated,automated — fires on the warning,Client Updated,Shown to someone when it fails,message,fails,Admin,operator portal,“The client’s status page didn’t update — it still shows the previous step.”,no
17b,17,Deleting,Update Client,System,automated,automated — fires on the warning,Client Updated,Written to the trail when it works,trail row,works,,,client status — “Your files will be deleted on {date}.”,no
17b,17,Deleting,Update Client,System,automated,automated — fires on the warning,Client Updated,Shown to someone when it works,message,works,Customer,status page,“Your files will be deleted on {date}.”,no
17c,17,Deleting,Delete Files,System,automated,"automated — the nightly sweep, a week after the warning",Files Deleted,Shown to someone when it fails,message,fails,Admin,operator portal,“Storage refused the delete — {n} files are still there.”,no
17c,17,Deleting,Delete Files,System,automated,"automated — the nightly sweep, a week after the warning",Files Deleted,Shown to someone when it fails,message,fails,Admin,operator portal,the locator stays and the sweep retries tomorrow,no
17c,17,Deleting,Delete Files,System,automated,"automated — the nightly sweep, a week after the warning",Files Deleted,Written to the trail when it works,trail row,works,,,"swept — every folder, together",no
17c,17,Deleting,Delete Files,System,automated,"automated — the nightly sweep, a week after the warning",Files Deleted,Written to the trail when it works,trail row,works,,,swept by the nightly cron,no
17c,17,Deleting,Delete Files,System,automated,"automated — the nightly sweep, a week after the warning",Files Deleted,Written to the trail when it works,trail row,works,,,purged early by an admin override,no
17c,17,Deleting,Delete Files,System,automated,"automated — the nightly sweep, a week after the warning",Files Deleted,Shown to someone when it works,message,works,Customer,status page,any link they kept now answers 410,yes
17c,17,Deleting,Delete Files,System,automated,"automated — the nightly sweep, a week after the warning",Files Deleted,Shown to someone when it works,message,works,Admin,operator portal,the filenames show struck through in the folders,yes
18a,18,Purged,Remove Bytes,System,automated,automated — the nightly sweep,Bytes Removed,Written to the trail when it works,trail row,works,,,"bytes removed — {n} files, {size} freed",no
18a,18,Purged,Remove Bytes,System,automated,automated — the nightly sweep,Bytes Removed,Shown to someone when it works,message,works,Admin,operator portal,the filenames show struck through in the folders,yes
18b,18,Purged,Clear Locators,System,automated,automated — the nightly sweep,Locators Cleared,Written to the trail when it works,trail row,works,,,locators cleared — the rows survive,no
18b,18,Purged,Clear Locators,System,automated,automated — the nightly sweep,Locators Cleared,Shown to someone when it works,message,works,Customer,status page,"an old link answers 410 — gone, not missing",yes
18c,18,Purged,Update Client,System,automated,automated — fires on the purge,Client Updated,Written to the trail when it fails,trail row,fails,,,client status update failed — the page still shows the previous line,no
18c,18,Purged,Update Client,System,automated,automated — fires on the purge,Client Updated,Shown to someone when it fails,message,fails,Admin,operator portal,“The client’s status page didn’t update — it still shows the previous step.”,no
18c,18,Purged,Update Client,System,automated,automated — fires on the purge,Client Updated,Written to the trail when it works,trail row,works,,,client status — “Your files have been deleted. The record of your submission is kept.”,no
18c,18,Purged,Update Client,System,automated,automated — fires on the purge,Client Updated,Shown to someone when it works,message,works,Customer,status page,“Your files have been deleted. The record of your submission is kept.”,no
18d,18,Purged,Keep Record,System,automated,automated — nothing further is written,Record Kept,Written to the trail when it works,trail row,works,,,record kept — nothing further is written,no
